moviename,release_date,budget,crore conversion,Currency conversion,year,cleaned_budget,cleaned_release_date,cleaned_budget_2,final_budget
Tolo Tolo,"
January 1, 2020 (2020-01-01)
",€20 million,1,1.08,2020,20000000,1/1/2020,20000000,21600000
Fantasy Island,"
February 14, 2020 (2020-02-14)
",$7 million,1,1,2020,7000000,2/14/2020,7000000,7000000
Trolls 2: World Tour,"
April 10, 2020 (2020-04-10)
",$90–110 million,1,1,2020,110000000,4/10/2020,110000000,110000000
Tanhaji: The Unsung Warrior,"
10 January 2020 (2020-01-10) (India)
",₹172 crore,10000000,0.013,2020,172,1/10/2020,172,22360000
Unhinged,"
July 16, 2020 (2020-07-16) (Germany)
August 21, 2020 (2020-08-21) (United States)
",$33 million,1,1,2020,33000000,8/21/2020,33000000,33000000
The End of Endless Love,"
February 14, 2014 (2014-02-14)
",$20 million,1,1,2020,20000000,2/14/2014,20000000,20000000
Peninsula,"
July 15, 2020 (2020-07-15)
",$16 million,1,1,2020,16000000,7/15/2020,16000000,16000000
Monster Hunter,"
December 3, 2020 (2020-12-03) (Netherlands)[3]
December 4, 2020 (2020-12-04) (China)
December 18, 2020 (2020-12-18) (United States)
March 26, 2021 (2021-03-26) (Japan)
",$60 million,1,1,2020,60000000,3/26/2021,60000000,60000000
The War with Grandpa,"
August 28, 2020 (2020-08-28) (Lithuania)
October 9, 2020 (2020-10-09) (United States)
",$38 million,1,1,2020,38000000,10/9/2020,38000000,38000000
Sarileru Neekevvaru,"
11 January 2020 (2020-01-11)
",₹75 crore,10000000,0.013,2020,75,1/11/2020,75,9750000
My Mom is a Character 3,"
December 26, 2019 (2019-12-26) (Brazil)
",R$ 8 million(US$2.1 million),1,1,2020,1000000,12/26/2019,2100000,2100000
Honest Thief,"
October 16, 2020 (2020-10-16)
",$30 million,1,1,2020,30000000,10/16/2020,30000000,30000000
Like a Boss,"
January 7, 2020 (2020-01-07) (New York City)
January 10, 2020 (2020-01-10) (United States)
",$29 million,1,1,2020,29000000,1/10/2020,29000000,29000000
Emma.,"
14 February 2020 (2020-02-14) (United Kingdom)
21 February 2020 (2020-02-21) (United States)
",$10 million,1,1,2020,10000000,2/21/2020,10000000,10000000
The Father,"
27 January 2020 (2020-01-27) (Sundance)
26 May 2021 (2021-05-26) (France)
11 June 2021 (2021-06-11) (United Kingdom)
",$6 million,1,1,2020,6000000,6/11/2021,6000000,6000000
The Photograph,"
February 14, 2020 (2020-02-14)
",$16–27.7 million,1,1,2020,7000000,2/14/2020,27700000,27700000
Brahms: The Boy II,"
February 21, 2020 (2020-02-21)
",$10 million,1,1,2020,10000000,2/21/2020,10000000,10000000
The Turning,"
January 23, 2020 (2020-01-23) (LAFF)
January 24, 2020 (2020-01-24) (United States)
",$14 million,1,1,2020,14000000,1/24/2020,14000000,14000000
Hitman: Agent Jun,"
January 22, 2020 (2020-01-22)
",₩9 billion(~US$7.3 million),1,1,2020,3000000,1/22/2020,7300000,7300000
Promising Young Woman,"
January 25, 2020 (2020-01-25) (Sundance)
December 25, 2020 (2020-12-25) (United States)
",$5–10 million,1,1,2020,10000000,12/25/2020,10000000,10000000
Baaghi 3,"
March 6, 2020 (2020-03-06) (India)
",₹85 crore,10000000,0.013,2020,85,3/6/2020,85,11050000
I Still Believe,"
March 7, 2020 (2020-03-07) (ArcLight Hollywood)
March 13, 2020 (2020-03-13) (United States)
",$12 million,1,1,2020,12000000,3/13/2020,12000000,12000000
The Personal History of David Copperfield,"
September 5, 2019 (2019-09-05) (TIFF)
January 24, 2020 (2020-01-24) (United Kingdom)
August 28, 2020 (2020-08-28) (United States)
",$15.6 million,1,1,2020,6000000,8/28/2020,15600000,15600000
Come Play,"
October 30, 2020 (2020-10-30) (United States)
",$9 million,1,1,2020,9000000,10/30/2020,9000000,9000000
News of the World,"
December 25, 2020 (2020-12-25)
",$38 million,1,1,2020,38000000,12/25/2020,38000000,38000000
The Hunt,"
March 11, 2020 (2020-03-11) (United Kingdom)
March 13, 2020 (2020-03-13) (United States)
",$14 million,1,1,2020,14000000,3/13/2020,14000000,14000000
Impractical Jokers: The Movie,"
February 21, 2020 (2020-02-21)
",$3 million,1,1,2020,3000000,2/21/2020,3000000,3000000
Street Dancer 3D,"
24 January 2020 (2020-01-24)
",₹97 crore,10000000,0.013,2020,97,1/24/2020,97,12610000
My Spy,"
January 9, 2020 (2020-01-09) (Australia)
June 26, 2020 (2020-06-26) (United States)
",$18 million,1,1,2020,18000000,6/26/2020,18000000,18000000
Secret Zoo,"
January 15, 2020 (2020-01-15)
",₩10 billion(~US$8.1 million),1,1,2020,1000000,1/15/2020,8100000,8100000
The Secret Garden,"
7 August 2020 (2020-08-07) (United States)
23 October 2020 (2020-10-23) (United Kingdom)
",$20 million,1,1,2020,20000000,10/23/2020,20000000,20000000
Antebellum,"
September 18, 2020 (2020-09-18)
",$10 million,1,1,2020,10000000,9/18/2020,10000000,10000000
Spycies,"
14 June 2019 (2019-06-14) (Annecy)
11 January 2020 (2020-01-11) (China)
",$20 million,1,1,2020,20000000,1/11/2020,20000000,20000000
Shubh Mangal Zyada Saavdhan,"
21 February 2020 (2020-02-21)
",₹20 crore,10000000,0.013,2020,20,2/21/2020,20,2600000
Chhapaak,"
10 January 2020 (2020-01-10)
",₹36 crore,10000000,0.013,2020,36,1/10/2020,36,4680000
Hotel Belgrade,"
March 5, 2020 (2020-03-05)
",₽150 million,1,0.93,2020,150000000,3/5/2020,150000000,139500000
The Rhythm Section,"
January 31, 2020 (2020-01-31) (United States)
",$50 million,1,1,2020,50000000,1/31/2020,50000000,50000000
Love Aaj Kal,"
14 February 2020 (2020-02-14) (India)
",₹580 million,1,0.000044,2020,580000000,2/14/2020,580000000,25520
The Empty Man,"
October 23, 2020 (2020-10-23)
",$16 million,1,1,2020,16000000,10/23/2020,16000000,16000000
The Broken Hearts Gallery,"
September 3, 2020 (2020-09-03) (Sony Pictures Studios)
September 11, 2020 (2020-09-11) (United States)
",$8 million,1,1,2020,8000000,9/11/2020,8000000,8000000
No Time to Die,"
28 September 2021 (2021-09-28) (Royal Albert Hall)
30 September 2021 (2021-09-30) (United Kingdom)
8 October 2021 (2021-10-08) (United States)
",$250–301 million,1,1,2021,301000000,10/8/2021,301000000,301000000
Detective Chinatown 3,"
12 February 2021 (2021-02-12) (China)
",$117 million,1,1,2021,117000000,2/12/2021,117000000,117000000
Venom: Let There Be Carnage,"
September 14, 2021 (2021-09-14) (London)
October 1, 2021 (2021-10-01) (United States)
",$110 million,1,1,2021,110000000,10/1/2021,110000000,110000000
Godzilla vs. Kong,"
March 24, 2021 (2021-03-24) (International)
March 31, 2021 (2021-03-31) (United States)
",$155–200 million[a],1,1,2021,200000000,3/31/2021,200000000,200000000
Shang-Chi and the Legend of the Ten Rings,"
August 16, 2021 (2021-08-16) (Los Angeles)
September 3, 2021 (2021-09-03) (United States)
",$150–200 million,1,1,2021,200000000,9/3/2021,200000000,200000000
Black Widow,"
June 29, 2021 (2021-06-29) (world premieres)
July 9, 2021 (2021-07-09) (United States)
",$200 million,1,1,2021,200000000,7/9/2021,200000000,200000000
Free Guy,"
August 10, 2021 (2021-08-10) (Locarno)
August 13, 2021 (2021-08-13) (United States)
",$100–125 million,1,1,2021,125000000,8/13/2021,125000000,125000000
A Quiet Place Part II,"
March 8, 2020 (2020-03-08) (New York City)
May 28, 2021 (2021-05-28) (United States)
",$55–61 million,1,1,2021,61000000,5/28/2021,61000000,61000000
Encanto,"
November 3, 2021 (2021-11-03) (El Capitan Theatre)
November 24, 2021 (2021-11-24) (United States)
",$120–150 million,1,1,2021,150000000,11/24/2021,150000000,150000000
Cruella,"
May 18, 2021 (2021-05-18) (El Capitan Theatre)
May 28, 2021 (2021-05-28) (United States)
",$100–200 million,1,1,2021,200000000,5/28/2021,200000000,200000000
Jungle Cruise,"
July 24, 2021 (2021-07-24) (Disneyland Resort)
July 30, 2021 (2021-07-30) (United States)
",$200 million,1,1,2021,200000000,7/30/2021,200000000,200000000
The Conjuring: The Devil Made Me Do It,"
May 26, 2021 (2021-05-26) (United Kingdom)
June 4, 2021 (2021-06-04) (United States)
",$39 million,1,1,2021,39000000,6/4/2021,39000000,39000000
Ghostbusters: Afterlife,"
August 23, 2021 (2021-08-23) (CinemaCon)
November 19, 2021 (2021-11-19) (United States)
",$75 million,1,1,2021,75000000,11/19/2021,75000000,75000000
The Suicide Squad,"
July 30, 2021 (2021-07-30) (United Kingdom)
August 5, 2021 (2021-08-05) (United States)
",$185 million,1,1,2021,185000000,8/5/2021,185000000,185000000
Space Jam: A New Legacy,"
July 12, 2021 (2021-07-12) (Los Angeles)
July 16, 2021 (2021-07-16) (United States)
",$150 million,1,1,2021,150000000,7/16/2021,150000000,150000000
House of Gucci,"
November 9, 2021 (2021-11-09) (Leicester Square)
November 24, 2021 (2021-11-24) (United States)
",$75 million,1,1,2021,75000000,11/24/2021,75000000,75000000
The Matrix Resurrections,"
December 16, 2021 (2021-12-16) (Toronto)
December 22, 2021 (2021-12-22) (United States)
",$190 million,1,1,2021,190000000,12/22/2021,190000000,190000000
Peter Rabbit 2: The Runaway,"
March 25, 2021 (2021-03-25) (Australia)
May 17, 2021 (2021-05-17) (United Kingdom)
June 11, 2021 (2021-06-11) (United States)
",$45 million,1,1,2021,45000000,6/11/2021,45000000,45000000
The Boss Baby 2: Family Business,"
July 2, 2021 (2021-07-02)
",$82 million,1,1,2021,82000000,7/2/2021,82000000,82000000
PAW Patrol: The Movie,"
August 8, 2021 (2021-08-08) (Vue Leicester Square)
August 20, 2021 (2021-08-20) (United States and Canada)
",$26 million,1,1,2021,26000000,8/20/2021,26000000,26000000
Halloween Kills,"
September 8, 2021 (2021-09-08) (Venice)
October 15, 2021 (2021-10-15) (United States)
",$20 million,1,1,2021,20000000,10/15/2021,20000000,20000000
Raya and the Last Dragon,"
March 5, 2021 (2021-03-05) (United States)
",$100 million+[citation needed],1,1,2021,100000000,3/5/2021,100000000,100000000
The King's Man,"
December 5, 2021 (2021-12-05) (London)
December 22, 2021 (2021-12-22) (United States)
December 26, 2021 (2021-12-26) (United Kingdom)
",$95–$100 million,1,1,2021,100000000,12/26/2021,100000000,100000000
Wrath of Man,"
April 22, 2021 (2021-04-22) (International)
May 7, 2021 (2021-05-07) (United States)
December 10, 2021 (2021-12-10) (United Kingdom)
",$40 million,1,1,2021,40000000,12/10/2021,40000000,40000000
Old,"
July 19, 2021 (2021-07-19) (Jazz at Lincoln Center)
July 23, 2021 (2021-07-23) (United States)
",$18 million,1,1,2021,18000000,7/23/2021,18000000,18000000
Boonie Bears: The Wild Life,"
12 February 2021 (2021-02-12) (China)
",250 million RMB (reportedly),1,0.15,2021,250000000,2/12/2021,250000000,37500000
The Forever Purge,"
July 2, 2021 (2021-07-02) (United States)
",$18 million,1,1,2021,18000000,7/2/2021,18000000,18000000
West Side Story,"
November 29, 2021 (2021-11-29) (Jazz at Lincoln Center)
December 10, 2021 (2021-12-10) (United States)
",$100 million,1,1,2021,100000000,12/10/2021,100000000,100000000
Hitman's Wife's Bodyguard,"
June 16, 2021 (2021-06-16) (United States)
",$70 million,1,1,2021,70000000,6/16/2021,70000000,70000000
Escape Room: Tournament of Champions,"
July 1, 2021 (2021-07-01) (Australia)
July 16, 2021 (2021-07-16) (United States)
",$15 million,1,1,2021,15000000,7/16/2021,15000000,15000000
Don't Breathe 2,"
August 13, 2021 (2021-08-13)
",$15 million,1,1,2021,15000000,8/13/2021,15000000,15000000
The French Dispatch,"
July 12, 2021 (2021-07-12) (Cannes)
October 22, 2021 (2021-10-22) (United States)[3]
",$25 million,1,1,2021,25000000,10/22/2021,25000000,25000000
In the Heights,"
June 4, 2021 (2021-06-04) (LALIFF)
June 10, 2021 (2021-06-10) (United States)
",$55 million,1,1,2021,55000000,6/10/2021,55000000,55000000
Spirit Untamed,"
June 4, 2021 (2021-06-04) (United States)
",$30 million,1,1,2021,30000000,6/4/2021,30000000,30000000
Snake Eyes,"
July 22, 2021 (2021-07-22) (United States)
",$88–110 million,1,1,2021,110000000,7/22/2021,110000000,110000000
Nomadland,"
September 11, 2020 (2020-09-11) (Venice)
February 19, 2021 (2021-02-19) (United States)
",$5 million,1,1,2021,5000000,2/19/2021,5000000,5000000
Resident Evil: Welcome to Raccoon City,"
November 19, 2021 (2021-11-19) (Paris)
November 24, 2021 (2021-11-24) (United States)
November 25, 2021 (2021-11-25) (Germany)
December 3, 2021 (2021-12-03) (United Kingdom)
",$25 million,1,1,2021,25000000,12/3/2021,25000000,25000000
King Richard,"
September 2, 2021 (2021-09-02) (Telluride)
November 19, 2021 (2021-11-19) (United States)
",$50 million,1,1,2021,50000000,11/19/2021,50000000,50000000
Malignant,"
September 10, 2021 (2021-09-10)
",$40 million,1,1,2021,40000000,9/10/2021,40000000,40000000
Once Upon a Time in Hong Kong,"
29 April 2021 (2021-04-29) (Hong Kong, Singapore, Malaysia)[1]
1 May 2021 (2021-05-01) (China)[2]
",CN¥330 million,1,0.153808,2021,330000000,5/1/2021,330000000,50756640
Respect,"
August 8, 2021 (2021-08-08) (Los Angeles)[2]
August 13, 2021 (2021-08-13) (United States)
",$55 million,1,1,2021,55000000,8/13/2021,55000000,55000000
The Unholy,"
April 2, 2021 (2021-04-02)
",$10 million,1,1,2021,10000000,4/2/2021,10000000,10000000
The Last Duel,"
September 10, 2021 (2021-09-10) (Venice)
October 15, 2021 (2021-10-15) (United Kingdom and United States)
",$100 million,1,1,2021,100000000,10/15/2021,100000000,100000000
Licorice Pizza,"
November 26, 2021 (2021-11-26) (United States)
",$40 million,1,1,2021,40000000,11/26/2021,40000000,40000000
The Little Things,"
January 29, 2021 (2021-01-29) (United States)
",$30 million,1,1,2021,30000000,1/29/2021,30000000,30000000
Escape from Mogadishu,"
July 28, 2021 (2021-07-28)
",₩24 billion,1,0.0008,2021,2400000000,7/28/2021,2400000000,1920000
The Last Warrior: Root of Evil,"
January 1, 2021 (2021-01-01) (Russia)
",₽650 million,1,0.93,2021,650000000,1/1/2021,650000000,604500000
The Last Warrior: A Messenger of Darkness,"
December 23, 2021 (2021-12-23)
",₽454 million,1,0.93,2021,454000000,12/23/2021,454000000,422220000
Chaos Walking,"
February 24, 2021 (2021-02-24) (South Korea)
March 5, 2021 (2021-03-05) (United States)
",$100–125 million,1,1,2021,125000000,3/5/2021,125000000,125000000
Those Who Wish Me Dead,"
May 5, 2021 (2021-05-05) (Seoul)
May 14, 2021 (2021-05-14) (United States)
",$20 million,1,1,2021,20000000,5/14/2021,20000000,20000000
Last Night in Soho,"
4 September 2021 (2021-09-04) (Venice)
29 October 2021 (2021-10-29) (United Kingdom)
",$43 million,1,1,2021,43000000,10/29/2021,43000000,43000000
Spencer,"
3 September 2021 (2021-09-03) (Venice)
5 November 2021 (2021-11-05) (United Kingdom and United States)
",$18 million,1,1,2021,18000000,11/5/2021,18000000,18000000
Kaamelott: First Installment,"
21 July 2021 (2021-07-21)
",$16.8 million,1,1,2021,8000000,7/21/2021,16800000,16800000
Wish Dragon,"
January 15, 2021 (2021-01-15) (China)
June 11, 2021 (2021-06-11) (International)
",$25 million,1,1,2021,25000000,6/11/2021,25000000,25000000
Stillwater,"
July 8, 2021 (2021-07-08) (Cannes)
July 30, 2021 (2021-07-30) (United States)
",$20 million,1,1,2021,20000000,7/30/2021,20000000,20000000
Dear Evan Hansen,"
September 9, 2021 (2021-09-09) (TIFF)
September 24, 2021 (2021-09-24) (United States)
",$27–28 million,1,1,2021,28000000,9/24/2021,28000000,28000000
The Green Knight,"
July 30, 2021 (2021-07-30) (United States)
",$15 million,1,1,2021,15000000,7/30/2021,15000000,15000000
Sinkhole,"
August 6, 2021 (2021-08-06) (LFF)[1]
August 11, 2021 (2021-08-11) (South Korea)[2]
",₩15 billion,1,0.0008,2021,1500000000,8/11/2021,1500000000,1200000
Bo Gia,"
March 12, 2021 (2021-03-12)
",23 billion VND,1,0.000044,2021,2300000000,3/12/2021,2300000000,101200
Upon the Magic Roads,"
February 18, 2021 (2021-02-18) (Russia)
","
₽600 million
$7.7 million
",1,1,2021,7000000,2/18/2021,7700000,7700000
Reminiscence,"
August 11, 2021 (2021-08-11) (BFI IMAX)
August 20, 2021 (2021-08-20) (United States)
",$54–68 million,1,1,2021,68000000,8/20/2021,68000000,68000000
Something About Love,"
July 15, 1998 (1998-07-15)
",$23 million,1,1,2021,23000000,7/15/1998,23000000,23000000
The Tomorrow War,"
July 2, 2021 (2021-07-02)
",$200 million,1,1,2021,200000000,7/2/2021,200000000,200000000
Cry Macho,"
September 17, 2021 (2021-09-17)
",$33 million,1,1,2021,33000000,9/17/2021,33000000,33000000
Hostage: Missing Celebrity,"
August 20, 2021 (2021-08-20)
",₩8 billion,1,0.0008,2021,800000000,8/20/2021,800000000,640000
Eiffel,"
2 March 2021 (2021-03-02) (Alliance Française French Film Festival[1])
13 October 2021 (2021-10-13) (France)
",23 400 000 €,1,1.08,2021,0,10/13/2021,0,0
The Many Saints of Newark,"
September 22, 2021 (2021-09-22) (Tribeca)
October 1, 2021 (2021-10-01) (United States)
",$50 million,1,1,2021,50000000,10/1/2021,50000000,50000000
Ainbo,"
13 February 2021 (2021-02-13) (Ukraine)
",$10 million,1,1,2021,10000000,2/13/2021,10000000,10000000
All About My Mother,"
16 April 1999 (1999-04-16) (Spain)
19 May 1999 (1999-05-19) (France)
","P600 million ($4,989,091)",1,1,2021,4.99E+12,5/19/1999,4989091000000,4989091000000
The Vault,"
January 15, 2021 (2021-01-15) (Brazil & Taiwan)
November 12, 2021 (2021-11-12) (Spain)
",€15 million,1,1.08,2021,15000000,11/12/2021,15000000,16200000
Lost Illusions,"
5 September 2021 (2021-09-05) (Venice)
20 October 2021 (2021-10-20)
",$17.5 million,1,1,2021,5000000,10/20/2021,17500000,17500000
Hard Hit,"
June 23, 2021 (2021-06-23) (South Korea)
",₩7 billion,1,0.0008,2021,700000000,6/23/2021,700000000,560000
Pushpa: The Rise - Part 1,"
17 December 2021 (2021-12-17)
",₹200–250 crores,10000000,0.013,2021,250,12/17/2021,250,32500000
Sooryavanshi,"
5 November 2021 (2021-11-05)
",₹160 crore,10000000,0.013,2021,160,11/5/2021,160,20800000
Uncharted,"
February 7, 2022 (2022-02-07) (Barcelona)
February 18, 2022 (2022-02-18) (United States)
",$120 million,1,1,2022,120000000,2/18/2022,120000000,120000000
Death on the Nile,"
February 9, 2022 (2022-02-09) (France and South Korea)
February 11, 2022 (2022-02-11) (United Kingdom and United States)
",$90 million,1,1,2022,90000000,2/11/2022,90000000,90000000
Jackass Forever,"
February 1, 2022 (2022-02-01) (Hollywood)
February 4, 2022 (2022-02-04) (United States)
",$10 million,1,1,2022,10000000,2/4/2022,10000000,10000000
